Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
,Spain,40.0,-4.0,3/8/20,673,17.0,30
,Sri Lanka,7.0,81.0,3/8/20,1,0.0,1
,Sudan,12.8628,30.2176,3/8/20,0,0.0,0
,Suriname,3.9193,-56.0278,3/8/20,0,0.0,0
,Sweden,63.0,16.0,3/8/20,203,0.0,0
,Switzerland,46.8182,8.2275,3/8/20,337,2.0,3
,Taiwan*,23.7,121.0,3/8/20,45,1.0,13
,Tanzania,-6.369,34.8888,3/8/20,0,0.0,0
,Thailand,15.0,101.0,3/8/20,50,1.0,31
,Togo,8.6195,0.8248,3/8/20,1,0.0,0
,Trinidad and Tobago,10.6918,-61.2225,3/8/20,0,0.0,0
,Tunisia,34.0,9.0,3/8/20,2,0.0,0
,Turkey,38.9637,35.2433,3/8/20,0,0.0,0
,Uganda,1.0,32.0,3/8/20,0,0.0,0
,Ukraine,48.3794,31.1656,3/8/20,1,0.0,0
,United Arab Emirates,24.0,54.0,3/8/20,45,0.0,7
Bermuda,United Kingdom,32.3078,-64.7505,3/8/20,0,0.0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/8/20,0,0.0,0
Channel Islands,United Kingdom,49.3723,-2.3644,3/8/20,0,0.0,0
Gibraltar,United Kingdom,36.1408,-5.3536,3/8/20,1,0.0,0
Isle of Man,United Kingdom,54.2361,-4.5481,3/8/20,0,0.0,0
Montserrat,United Kingdom,16.7425,-62.1874,3/8/20,0,0.0,0
,United Kingdom,55.3781,-3.4360000000000004,3/8/20,273,3.0,18
,Uruguay,-32.5228,-55.7658,3/8/20,0,0.0,0
,US,37.0902,-95.7129,3/8/20,518,21.0,7
,Uzbekistan,41.3775,64.5853,3/8/20,0,0.0,0
,Venezuela,6.4238,-66.5897,3/8/20,0,0.0,0
,Vietnam,16.0,108.0,3/8/20,30,0.0,16
,Zambia,-15.4167,28.2833,3/8/20,0,0.0,0
,Zimbabwe,-20.0,30.0,3/8/20,0,0.0,0
Diamond Princess,Canada,0.0,0.0,3/8/20,0,0.0,0
,Dominica,15.415,-61.371,3/8/20,0,0.0,0
,Grenada,12.1165,-61.679,3/8/20,0,0.0,0
,Mozambique,-18.665695,35.529562,3/8/20,0,0.0,0
,Syria,34.802075,38.99681500000001,3/8/20,0,0.0,0
,Timor-Leste,-8.874217,125.727539,3/8/20,0,0.0,0
,Belize,13.1939,-59.5432,3/8/20,0,0.0,0
,Laos,19.85627,102.495496,3/8/20,0,0.0,0
,Libya,26.3351,17.228331,3/8/20,0,0.0,0
,West Bank and Gaza,31.9522,35.2332,3/8/20,16,0.0,0
,Guinea-Bissau,11.8037,-15.1804,3/8/20,0,0.0,0
,Mali,17.570692,-3.996166000000001,3/8/20,0,0.0,0
,Saint Kitts and Nevis,17.357822,-62.782998,3/8/20,0,0.0,0
Northwest Territories,Canada,64.8255,-124.8457,3/8/20,0,0.0,0
Yukon,Canada,64.2823,-135.0,3/8/20,0,0.0,0
,Kosovo,42.602636,20.902977,3/8/20,0,0.0,0
,Burma,21.9162,95.956,3/8/20,0,0.0,0
Anguilla,United Kingdom,18.2206,-63.0686,3/8/20,0,0.0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,3/8/20,0,0.0,0
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,3/8/20,0,,0
,MS Zaandam,0.0,0.0,3/8/20,0,0.0,0
,Botswana,-22.3285,24.6849,3/8/20,0,0.0,0
,Burundi,-3.3731,29.9189,3/8/20,0,0.0,0
,Sierra Leone,8.460555000000001,-11.779889,3/8/20,0,0.0,0
,Malawi,-13.254307999999998,34.301525,3/8/20,0,0.0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/8/20,0,0.0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,3/8/20,0,0.0,0
,South Sudan,6.877000000000002,31.307,3/8/20,0,0.0,0
,Western Sahara,24.2155,-12.8858,3/8/20,0,0.0,0
,Sao Tome and Principe,0.18636,6.613081,3/8/20,0,0.0,0
,Afghanistan,33.0,65.0,3/9/20,4,0.0,0
,Albania,41.1533,20.1683,3/9/20,2,0.0,0
,Algeria,28.0339,1.6596,3/9/20,20,0.0,0
,Andorra,42.5063,1.5218,3/9/20,1,0.0,0
,Angola,-11.2027,17.8739,3/9/20,0,0.0,0
,Antigua and Barbuda,17.0608,-61.7964,3/9/20,0,0.0,0
,Argentina,-38.4161,-63.6167,3/9/20,12,1.0,0
,Armenia,40.0691,45.0382,3/9/20,1,0.0,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/9/20,0,0.0,0
New South Wales,Australia,-33.8688,151.2093,3/9/20,48,2.0,4
Northern Territory,Australia,-12.4634,130.8456,3/9/20,0,0.0,0
Queensland,Australia,-28.0167,153.4,3/9/20,15,0.0,8
South Australia,Australia,-34.9285,138.6007,3/9/20,7,0.0,2
Tasmania,Australia,-41.4545,145.9707,3/9/20,2,0.0,0
Victoria,Australia,-37.8136,144.9631,3/9/20,15,0.0,7
Western Australia,Australia,-31.9505,115.8605,3/9/20,4,1.0,0
,Austria,47.5162,14.5501,3/9/20,131,0.0,2
,Azerbaijan,40.1431,47.5769,3/9/20,9,0.0,0
,Bahamas,25.0343,-77.3963,3/9/20,0,0.0,0
,Bahrain,26.0275,50.55,3/9/20,95,0.0,14
,Bangladesh,23.685,90.3563,3/9/20,3,0.0,0
,Barbados,13.1939,-59.5432,3/9/20,0,0.0,0
,Belarus,53.7098,27.9534,3/9/20,6,0.0,1
,Belgium,50.8333,4.0,3/9/20,239,0.0,1
,Benin,9.3077,2.3158,3/9/20,0,0.0,0
,Bhutan,27.5142,90.4336,3/9/20,1,0.0,0
,Bolivia,-16.2902,-63.5887,3/9/20,0,0.0,0
,Bosnia and Herzegovina,43.9159,17.6791,3/9/20,3,0.0,0
,Brazil,-14.235,-51.9253,3/9/20,25,0.0,0
,Brunei,4.5353,114.7277,3/9/20,1,0.0,0
,Bulgaria,42.7339,25.4858,3/9/20,4,0.0,0
,Burkina Faso,12.2383,-1.5616,3/9/20,0,0.0,0
,Cabo Verde,16.5388,-23.0418,3/9/20,0,0.0,0
,Cambodia,11.55,104.9167,3/9/20,2,0.0,1
,Cameroon,3.848,11.5021,3/9/20,2,0.0,0
Alberta,Canada,53.9333,-116.5765,3/9/20,7,0.0,0
British Columbia,Canada,49.2827,-123.1207,3/9/20,32,1.0,0
Grand Princess,Canada,37.6489,-122.6655,3/9/20,0,0.0,0
Manitoba,Canada,53.7609,-98.8139,3/9/20,0,0.0,0
New Brunswick,Canada,46.5653,-66.4619,3/9/20,0,0.0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/9/20,0,0.0,0
Nova Scotia,Canada,44.682,-63.7443,3/9/20,0,0.0,0
Ontario,Canada,51.2538,-85.3232,3/9/20,34,0.0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/9/20,0,0.0,0
Quebec,Canada,52.9399,-73.5491,3/9/20,4,0.0,0
Saskatchewan,Canada,52.9399,-106.4509,3/9/20,0,0.0,0
,Central African Republic,6.6111,20.9394,3/9/20,0,0.0,0
,Chad,15.4542,18.7322,3/9/20,0,0.0,0
,Chile,-35.6751,-71.543,3/9/20,8,0.0,0
Anhui,China,31.8257,117.2264,3/9/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/9/20,428,8.0,315
Chongqing,China,30.0572,107.874,3/9/20,576,6.0,542
Fujian,China,26.0789,117.9874,3/9/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/9/20,124,2.0,88
Guangdong,China,23.3417,113.4244,3/9/20,1352,8.0,1260
Guangxi,China,23.8298,108.7881,3/9/20,252,2.0,230
Guizhou,China,26.8154,106.8748,3/9/20,146,2.0,123
Hainan,China,19.1959,109.7453,3/9/20,168,6.0,159
Hebei,China,39.549,116.1306,3/9/20,318,6.0,307
Heilongjiang,China,47.862,127.7615,3/9/20,481,13.0,430
Henan,China,33.882,113.614,3/9/20,1272,22.0,1247
Hong Kong,China,22.3,114.2,3/9/20,115,3.0,59
Hubei,China,30.9756,112.2707,3/9/20,67743,3008.0,46488
Hunan,China,27.6104,111.7088,3/9/20,1018,4.0,979
Inner Mongolia,China,44.0935,113.9448,3/9/20,75,1.0,70
Jiangsu,China,32.9711,119.455,3/9/20,631,0.0,621
Jiangxi,China,27.614,115.7221,3/9/20,935,1.0,923
Jilin,China,43.6661,126.1923,3/9/20,93,1.0,91
Liaoning,China,41.2956,122.6085,3/9/20,125,1.0,109
Macau,China,22.1667,113.55,3/9/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/9/20,75,0.0,71
Qinghai,China,35.7452,95.9956,3/9/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/9/20,245,1.0,227
Shandong,China,36.3427,118.1498,3/9/20,758,6.0,700
Shanghai,China,31.202,121.4491,3/9/20,342,3.0,315
Shanxi,China,37.5777,112.2922,3/9/20,133,0.0,127
Sichuan,China,30.6171,102.7103,3/9/20,539,3.0,466
Tianjin,China,39.3054,117.323,3/9/20,136,3.0,130
Tibet,China,31.6927,88.0924,3/9/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/9/20,76,3.0,73
Yunnan,China,24.974,101.487,3/9/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/9/20,1215,1.0,1176
,Colombia,4.5709,-74.2973,3/9/20,1,0.0,0
,Congo (Brazzaville),-4.0383,21.7587,3/9/20,0,0.0,0
,Congo (Kinshasa),-4.0383,21.7587,3/9/20,0,0.0,0
,Costa Rica,9.7489,-83.7534,3/9/20,9,0.0,0
,Cote d'Ivoire,7.54,-5.5471,3/9/20,0,0.0,0
,Croatia,45.1,15.2,3/9/20,12,0.0,0
,Diamond Princess,0.0,0.0,3/9/20,706,6.0,40
,Cuba,22.0,-80.0,3/9/20,0,0.0,0
,Cyprus,35.1264,33.4299,3/9/20,2,0.0,0
,Czechia,49.8175,15.473,3/9/20,31,0.0,0
Faroe Islands,Denmark,61.8926,-6.9118,3/9/20,2,0.0,0
Greenland,Denmark,71.7069,-42.6043,3/9/20,0,0.0,0
,Denmark,56.2639,9.5018,3/9/20,90,0.0,1
,Djibouti,11.8251,42.5903,3/9/20,0,0.0,0
,Dominican Republic,18.7357,-70.1627,3/9/20,5,0.0,0
,Ecuador,-1.8312,-78.1834,3/9/20,15,0.0,0
,Egypt,26.0,30.0,3/9/20,55,1.0,1
,El Salvador,13.7942,-88.8965,3/9/20,0,0.0,0
,Equatorial Guinea,1.5,10.0,3/9/20,0,0.0,0
,Eritrea,15.1794,39.7823,3/9/20,0,0.0,0
,Estonia,58.5953,25.0136,3/9/20,10,0.0,0
,Eswatini,-26.5225,31.4659,3/9/20,0,0.0,0
,Ethiopia,9.145,40.4897,3/9/20,0,0.0,0
,Fiji,-17.7134,178.065,3/9/20,0,0.0,0
,Finland,64.0,26.0,3/9/20,30,0.0,1
French Guiana,France,3.9339,-53.1258,3/9/20,5,0.0,0
French Polynesia,France,-17.6797,149.4068,3/9/20,0,0.0,0
Guadeloupe,France,16.25,-61.5833,3/9/20,0,0.0,0
Mayotte,France,-12.8275,45.1662,3/9/20,0,0.0,0
New Caledonia,France,-20.9043,165.618,3/9/20,0,0.0,0
Reunion,France,-21.1351,55.2471,3/9/20,0,0.0,0
Saint Barthelemy,France,17.9,-62.8333,3/9/20,1,0.0,0
St Martin,France,18.0708,-63.0501,3/9/20,2,0.0,0
Martinique,France,14.6415,-61.0242,3/9/20,2,0.0,0
,France,46.2276,2.2137,3/9/20,1209,19.0,12
,Gabon,-0.8037,11.6094,3/9/20,0,0.0,0
,Gambia,13.4432,-15.3101,3/9/20,0,0.0,0
,Georgia,42.3154,43.3569,3/9/20,15,0.0,0
,Germany,51.0,9.0,3/9/20,1176,2.0,18
,Ghana,7.9465,-1.0232,3/9/20,0,0.0,0
,Greece,39.0742,21.8243,3/9/20,73,0.0,0
,Guatemala,15.7835,-90.2308,3/9/20,0,0.0,0
,Guinea,9.9456,-9.6966,3/9/20,0,0.0,0
,Guyana,5.0,-58.75,3/9/20,0,0.0,0
,Haiti,18.9712,-72.2852,3/9/20,0,0.0,0
,Holy See,41.9029,12.4534,3/9/20,1,0.0,0
,Honduras,15.2,-86.2419,3/9/20,0,0.0,0
,Hungary,47.1625,19.5033,3/9/20,9,0.0,0
,Iceland,64.9631,-19.0208,3/9/20,58,0.0,0
,India,21.0,78.0,3/9/20,43,0.0,3
,Indonesia,-0.7893,113.9213,3/9/20,19,0.0,0
,Iran,32.0,53.0,3/9/20,7161,237.0,2394
,Iraq,33.0,44.0,3/9/20,60,6.0,3
,Ireland,53.1424,-7.6921,3/9/20,21,0.0,0
,Israel,31.0,35.0,3/9/20,61,0.0,2
,Italy,43.0,12.0,3/9/20,9172,463.0,724
,Jamaica,18.1096,-77.2975,3/9/20,0,0.0,0
,Japan,36.0,138.0,3/9/20,511,10.0,76
,Jordan,31.24,36.51,3/9/20,1,0.0,0
,Kazakhstan,48.0196,66.9237,3/9/20,0,0.0,0
,Kenya,-0.0236,37.9062,3/9/20,0,0.0,0
,South Korea,36.0,128.0,3/9/20,7478,53.0,118
,Kuwait,29.5,47.75,3/9/20,64,0.0,1
,Kyrgyzstan,41.2044,74.7661,3/9/20,0,0.0,0
,Latvia,56.8796,24.6032,3/9/20,6,0.0,0
,Lebanon,33.8547,35.8623,3/9/20,32,0.0,1
,Liberia,6.4281,-9.4295,3/9/20,0,0.0,0
,Liechtenstein,47.14,9.55,3/9/20,1,0.0,0
,Lithuania,55.1694,23.8813,3/9/20,1,0.0,0
,Luxembourg,49.8153,6.1296,3/9/20,3,0.0,0
,Madagascar,-18.7669,46.8691,3/9/20,0,0.0,0
,Malaysia,2.5,112.5,3/9/20,117,0.0,24
,Maldives,3.2028,73.2207,3/9/20,4,0.0,0
,Malta,35.9375,14.3754,3/9/20,3,0.0,0
,Mauritania,21.0079,10.9408,3/9/20,0,0.0,0
,Mauritius,-20.2,57.5,3/9/20,0,0.0,0
,Mexico,23.6345,-102.5528,3/9/20,7,0.0,1
,Moldova,47.4116,28.3699,3/9/20,1,0.0,0
,Monaco,43.7333,7.4167,3/9/20,1,0.0,0
,Mongolia,46.8625,103.8467,3/9/20,0,0.0,0
,Montenegro,42.5,19.3,3/9/20,0,0.0,0
,Morocco,31.7917,-7.0926,3/9/20,2,0.0,0
,Namibia,-22.9576,18.4904,3/9/20,0,0.0,0
,Nepal,28.1667,84.25,3/9/20,1,0.0,1
Aruba,Netherlands,12.5186,-70.0358,3/9/20,0,0.0,0
Curacao,Netherlands,12.1696,-68.99,3/9/20,0,0.0,0
Sint Maarten,Netherlands,18.0425,-63.0548,3/9/20,0,0.0,0
,Netherlands,52.1326,5.2913,3/9/20,321,3.0,0
,New Zealand,-40.9006,174.886,3/9/20,5,0.0,0
,Nicaragua,12.8654,-85.2072,3/9/20,0,0.0,0
,Niger,17.6078,8.0817,3/9/20,0,0.0,0
,Nigeria,9.082,8.6753,3/9/20,2,0.0,0
,North Macedonia,41.6086,21.7453,3/9/20,3,0.0,0
,Norway,60.472,8.4689,3/9/20,205,0.0,1
,Oman,21.0,57.0,3/9/20,16,0.0,2
,Pakistan,30.3753,69.3451,3/9/20,6,0.0,1
,Panama,8.538,-80.7821,3/9/20,0,0.0,0
,Papua New Guinea,-6.315,143.9555,3/9/20,0,0.0,0
,Paraguay,-23.4425,-58.4438,3/9/20,1,0.0,0
,Peru,-9.19,-75.0152,3/9/20,7,0.0,0
,Philippines,13.0,122.0,3/9/20,20,1.0,1
,Poland,51.9194,19.1451,3/9/20,16,0.0,0
,Portugal,39.3999,-8.2245,3/9/20,30,0.0,0
,Qatar,25.3548,51.1839,3/9/20,18,0.0,0
,Romania,45.9432,24.9668,3/9/20,15,0.0,3
,Russia,60.0,90.0,3/9/20,17,0.0,3
,Rwanda,-1.9403,29.8739,3/9/20,0,0.0,0
,Saint Lucia,13.9094,-60.9789,3/9/20,0,0.0,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/9/20,0,0.0,0
,San Marino,43.9424,12.4578,3/9/20,36,1.0,0
,Saudi Arabia,24.0,45.0,3/9/20,15,0.0,0
,Senegal,14.4974,-14.4524,3/9/20,4,0.0,1
,Serbia,44.0165,21.0059,3/9/20,1,0.0,0
,Seychelles,-4.6796,55.492,3/9/20,0,0.0,0
,Singapore,1.2833,103.8333,3/9/20,150,0.0,78
,Slovakia,48.669,19.699,3/9/20,3,0.0,0
,Slovenia,46.1512,14.9955,3/9/20,16,0.0,0
,Somalia,5.1521,46.1996,3/9/20,0,0.0,0
,South Africa,-30.5595,22.9375,3/9/20,3,0.0,0
,Spain,40.0,-4.0,3/9/20,1073,28.0,32
,Sri Lanka,7.0,81.0,3/9/20,1,0.0,1
,Sudan,12.8628,30.2176,3/9/20,0,0.0,0
,Suriname,3.9193,-56.0278,3/9/20,0,0.0,0
,Sweden,63.0,16.0,3/9/20,248,0.0,1
,Switzerland,46.8182,8.2275,3/9/20,374,2.0,3
,Taiwan*,23.7,121.0,3/9/20,45,1.0,15
,Tanzania,-6.369,34.8888,3/9/20,0,0.0,0
,Thailand,15.0,101.0,3/9/20,50,1.0,31
,Togo,8.6195,0.8248,3/9/20,1,0.0,0
,Trinidad and Tobago,10.6918,-61.2225,3/9/20,0,0.0,0
,Tunisia,34.0,9.0,3/9/20,2,0.0,0
,Turkey,38.9637,35.2433,3/9/20,0,0.0,0
,Uganda,1.0,32.0,3/9/20,0,0.0,0
,Ukraine,48.3794,31.1656,3/9/20,1,0.0,0
,United Arab Emirates,24.0,54.0,3/9/20,45,0.0,7
Bermuda,United Kingdom,32.3078,-64.7505,3/9/20,0,0.0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,3/9/20,0,0.0,0
Channel Islands,United Kingdom,49.3723,-2.3644,3/9/20,0,0.0,0
Gibraltar,United Kingdom,36.1408,-5.3536,3/9/20,1,0.0,0
Isle of Man,United Kingdom,54.2361,-4.5481,3/9/20,0,0.0,0
Montserrat,United Kingdom,16.7425,-62.1874,3/9/20,0,0.0,0
,United Kingdom,55.3781,-3.4360000000000004,3/9/20,321,4.0,18
,Uruguay,-32.5228,-55.7658,3/9/20,0,0.0,0
,US,37.0902,-95.7129,3/9/20,583,22.0,7
,Uzbekistan,41.3775,64.5853,3/9/20,0,0.0,0
,Venezuela,6.4238,-66.5897,3/9/20,0,0.0,0
,Vietnam,16.0,108.0,3/9/20,30,0.0,16
,Zambia,-15.4167,28.2833,3/9/20,0,0.0,0
,Zimbabwe,-20.0,30.0,3/9/20,0,0.0,0
Diamond Princess,Canada,0.0,0.0,3/9/20,0,0.0,0
,Dominica,15.415,-61.371,3/9/20,0,0.0,0
,Grenada,12.1165,-61.679,3/9/20,0,0.0,0
,Mozambique,-18.665695,35.529562,3/9/20,0,0.0,0
,Syria,34.802075,38.99681500000001,3/9/20,0,0.0,0
,Timor-Leste,-8.874217,125.727539,3/9/20,0,0.0,0
,Belize,13.1939,-59.5432,3/9/20,0,0.0,0
,Laos,19.85627,102.495496,3/9/20,0,0.0,0
,Libya,26.3351,17.228331,3/9/20,0,0.0,0
,West Bank and Gaza,31.9522,35.2332,3/9/20,19,0.0,0
,Guinea-Bissau,11.8037,-15.1804,3/9/20,0,0.0,0
,Mali,17.570692,-3.996166000000001,3/9/20,0,0.0,0
,Saint Kitts and Nevis,17.357822,-62.782998,3/9/20,0,0.0,0
Northwest Territories,Canada,64.8255,-124.8457,3/9/20,0,0.0,0
Yukon,Canada,64.2823,-135.0,3/9/20,0,0.0,0
,Kosovo,42.602636,20.902977,3/9/20,0,0.0,0
,Burma,21.9162,95.956,3/9/20,0,0.0,0
Anguilla,United Kingdom,18.2206,-63.0686,3/9/20,0,0.0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,3/9/20,0,0.0,0
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,3/9/20,0,,0
,MS Zaandam,0.0,0.0,3/9/20,0,0.0,0
,Botswana,-22.3285,24.6849,3/9/20,0,0.0,0
,Burundi,-3.3731,29.9189,3/9/20,0,0.0,0
,Sierra Leone,8.460555000000001,-11.779889,3/9/20,0,0.0,0
,Malawi,-13.254307999999998,34.301525,3/9/20,0,0.0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/9/20,0,0.0,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,3/9/20,0,0.0,0
,South Sudan,6.877000000000002,31.307,3/9/20,0,0.0,0
,Western Sahara,24.2155,-12.8858,3/9/20,0,0.0,0
,Sao Tome and Principe,0.18636,6.613081,3/9/20,0,0.0,0
,Afghanistan,33.0,65.0,3/10/20,5,0.0,0
,Albania,41.1533,20.1683,3/10/20,10,0.0,0
,Algeria,28.0339,1.6596,3/10/20,20,0.0,0
,Andorra,42.5063,1.5218,3/10/20,1,0.0,0
,Angola,-11.2027,17.8739,3/10/20,0,0.0,0
,Antigua and Barbuda,17.0608,-61.7964,3/10/20,0,0.0,0
,Argentina,-38.4161,-63.6167,3/10/20,17,1.0,0
,Armenia,40.0691,45.0382,3/10/20,1,0.0,0
Australian Capital Territory,Australia,-35.4735,149.0124,3/10/20,0,0.0,0
New South Wales,Australia,-33.8688,151.2093,3/10/20,55,2.0,4
Northern Territory,Australia,-12.4634,130.8456,3/10/20,1,0.0,0
Queensland,Australia,-28.0167,153.4,3/10/20,18,0.0,8
South Australia,Australia,-34.9285,138.6007,3/10/20,7,0.0,2
Tasmania,Australia,-41.4545,145.9707,3/10/20,2,0.0,0
Victoria,Australia,-37.8136,144.9631,3/10/20,18,0.0,7
Western Australia,Australia,-31.9505,115.8605,3/10/20,6,1.0,0
,Austria,47.5162,14.5501,3/10/20,182,0.0,4
,Azerbaijan,40.1431,47.5769,3/10/20,11,0.0,0
,Bahamas,25.0343,-77.3963,3/10/20,0,0.0,0
,Bahrain,26.0275,50.55,3/10/20,110,0.0,22
,Bangladesh,23.685,90.3563,3/10/20,3,0.0,0
,Barbados,13.1939,-59.5432,3/10/20,0,0.0,0
,Belarus,53.7098,27.9534,3/10/20,9,0.0,3
,Belgium,50.8333,4.0,3/10/20,267,0.0,1
,Benin,9.3077,2.3158,3/10/20,0,0.0,0
,Bhutan,27.5142,90.4336,3/10/20,1,0.0,0
,Bolivia,-16.2902,-63.5887,3/10/20,0,0.0,0
,Bosnia and Herzegovina,43.9159,17.6791,3/10/20,5,0.0,0
,Brazil,-14.235,-51.9253,3/10/20,31,0.0,0
,Brunei,4.5353,114.7277,3/10/20,1,0.0,0
,Bulgaria,42.7339,25.4858,3/10/20,4,0.0,0
,Burkina Faso,12.2383,-1.5616,3/10/20,1,0.0,0
,Cabo Verde,16.5388,-23.0418,3/10/20,0,0.0,0
,Cambodia,11.55,104.9167,3/10/20,2,0.0,1
,Cameroon,3.848,11.5021,3/10/20,2,0.0,0
Alberta,Canada,53.9333,-116.5765,3/10/20,7,0.0,0
British Columbia,Canada,49.2827,-123.1207,3/10/20,32,1.0,0
Grand Princess,Canada,37.6489,-122.6655,3/10/20,0,0.0,0
Manitoba,Canada,53.7609,-98.8139,3/10/20,0,0.0,0
New Brunswick,Canada,46.5653,-66.4619,3/10/20,0,0.0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/10/20,0,0.0,0
Nova Scotia,Canada,44.682,-63.7443,3/10/20,0,0.0,0
Ontario,Canada,51.2538,-85.3232,3/10/20,36,0.0,0
Prince Edward Island,Canada,46.5107,-63.4168,3/10/20,0,0.0,0
Quebec,Canada,52.9399,-73.5491,3/10/20,4,0.0,0
Saskatchewan,Canada,52.9399,-106.4509,3/10/20,0,0.0,0
,Central African Republic,6.6111,20.9394,3/10/20,0,0.0,0
,Chad,15.4542,18.7322,3/10/20,0,0.0,0
,Chile,-35.6751,-71.543,3/10/20,13,0.0,0
Anhui,China,31.8257,117.2264,3/10/20,990,6.0,984
Beijing,China,40.1824,116.4142,3/10/20,429,8.0,320
Chongqing,China,30.0572,107.874,3/10/20,576,6.0,547
Fujian,China,26.0789,117.9874,3/10/20,296,1.0,295
Gansu,China,37.8099,101.0583,3/10/20,125,2.0,88
Guangdong,China,23.3417,113.4244,3/10/20,1353,8.0,1274
Guangxi,China,23.8298,108.7881,3/10/20,252,2.0,234
Guizhou,China,26.8154,106.8748,3/10/20,146,2.0,129
Hainan,China,19.1959,109.7453,3/10/20,168,6.0,159
Hebei,China,39.549,116.1306,3/10/20,318,6.0,307
Heilongjiang,China,47.862,127.7615,3/10/20,481,13.0,434
Henan,China,33.882,113.614,3/10/20,1272,22.0,1247
Hong Kong,China,22.3,114.2,3/10/20,120,3.0,65
Hubei,China,30.9756,112.2707,3/10/20,67760,3024.0,47743
Hunan,China,27.6104,111.7088,3/10/20,1018,4.0,990
Inner Mongolia,China,44.0935,113.9448,3/10/20,75,1.0,70
Jiangsu,China,32.9711,119.455,3/10/20,631,0.0,627
Jiangxi,China,27.614,115.7221,3/10/20,935,1.0,927
Jilin,China,43.6661,126.1923,3/10/20,93,1.0,91
Liaoning,China,41.2956,122.6085,3/10/20,125,1.0,111
Macau,China,22.1667,113.55,3/10/20,10,0.0,10
Ningxia,China,37.2692,106.1655,3/10/20,75,0.0,71
Qinghai,China,35.7452,95.9956,3/10/20,18,0.0,18
Shaanxi,China,35.1917,108.8701,3/10/20,245,1.0,227
Shandong,China,36.3427,118.1498,3/10/20,758,6.0,719
Shanghai,China,31.202,121.4491,3/10/20,344,3.0,319
Shanxi,China,37.5777,112.2922,3/10/20,133,0.0,131
Sichuan,China,30.6171,102.7103,3/10/20,539,3.0,478
Tianjin,China,39.3054,117.323,3/10/20,136,3.0,131
Tibet,China,31.6927,88.0924,3/10/20,1,0.0,1
Xinjiang,China,41.1129,85.2401,3/10/20,76,3.0,73
Yunnan,China,24.974,101.487,3/10/20,174,2.0,170
Zhejiang,China,29.1832,120.0934,3/10/20,1215,1.0,1191
,Colombia,4.5709,-74.2973,3/10/20,3,0.0,0
,Congo (Brazzaville),-4.0383,21.7587,3/10/20,0,0.0,0
,Congo (Kinshasa),-4.0383,21.7587,3/10/20,0,0.0,0
,Costa Rica,9.7489,-83.7534,3/10/20,9,0.0,0
,Cote d'Ivoire,7.54,-5.5471,3/10/20,0,0.0,0
,Croatia,45.1,15.2,3/10/20,14,0.0,0
,Diamond Princess,0.0,0.0,3/10/20,706,6.0,40
,Cuba,22.0,-80.0,3/10/20,0,0.0,0
,Cyprus,35.1264,33.4299,3/10/20,3,0.0,0
,Czechia,49.8175,15.473,3/10/20,41,0.0,0
Faroe Islands,Denmark,61.8926,-6.9118,3/10/20,2,0.0,0
Greenland,Denmark,71.7069,-42.6043,3/10/20,0,0.0,0
,Denmark,56.2639,9.5018,3/10/20,262,0.0,1
,Djibouti,11.8251,42.5903,3/10/20,0,0.0,0
,Dominican Republic,18.7357,-70.1627,3/10/20,5,0.0,0
,Ecuador,-1.8312,-78.1834,3/10/20,15,0.0,0
,Egypt,26.0,30.0,3/10/20,59,1.0,1
,El Salvador,13.7942,-88.8965,3/10/20,0,0.0,0
,Equatorial Guinea,1.5,10.0,3/10/20,0,0.0,0
,Eritrea,15.1794,39.7823,3/10/20,0,0.0,0
,Estonia,58.5953,25.0136,3/10/20,12,0.0,0
,Eswatini,-26.5225,31.4659,3/10/20,0,0.0,0
,Ethiopia,9.145,40.4897,3/10/20,0,0.0,0
,Fiji,-17.7134,178.065,3/10/20,0,0.0,0
,Finland,64.0,26.0,3/10/20,40,0.0,1
French Guiana,France,3.9339,-53.1258,3/10/20,5,0.0,0
French Polynesia,France,-17.6797,149.4068,3/10/20,0,0.0,0
Guadeloupe,France,16.25,-61.5833,3/10/20,0,0.0,0
Mayotte,France,-12.8275,45.1662,3/10/20,0,0.0,0
